MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,MAC10,MAC11,MAC12,MAC13,MAC14,MAC15,MAC16,MAC17,MAC18,MAC19,MAC20,MAC21,MAC22,MAC23,MAC24,MAC25,MAC26,MAC27,MAC28,MAC29,MAC30,MAC31,MAC32,MAC33,MAC34,MAC35,MAC36,MAC37,MAC38,MAC39,MAC40,MAC41,MAC42,MAC43,MAC44,MAC45,MAC46,MAC47,MAC48,MAC49,MAC50,MAC51,MAC52,MAC53,MAC54,MAC55,MAC56,MAC57,MAC58,MAC59,MAC60,MAC61,MAC62,MAC63,MAC64,MAC65,MAC66,MAC67,MAC68,MAC69,MAC70,MAC71,MAC72,MAC73,MAC74,MAC75,MAC76,MAC77,MAC78,MAC79,MAC80,MAC81,MAC82,MAC83,MAC84,MAC85,MAC86,MAC87,MAC88,MAC89,MAC90,MAC91,MAC92,MAC93,MAC94,MAC95,MAC96,MAC97,MAC98,MAC99,MAC100,MAC101,MAC102,MAC103,MAC104,MAC105,MAC106,MAC107,MAC108,MAC109,MAC110,MAC111,MAC112,MAC113,MAC114,MAC115,MAC116,MAC117,MAC118,MAC119,MAC120,MAC121,MAC122,MAC123,MAC124,MAC125,MAC126,MAC127,MAC128,MAC129,MAC130,MAC131,MAC132,MAC133,MAC134,MAC135,MAC136,MAC137,MAC138,MAC139,MAC140,MAC141,MAC142,MAC143,MAC144,MAC145,MAC146,MAC147,MAC148,MAC149,MAC150,MAC151,MAC152,MAC153,MAC154,MAC155,MAC156,MAC157,MAC158,MAC159,MAC160,MAC161,MAC162,MAC163,MAC164,MAC165,MAC166,MAC167,MAC168,MAC169,MAC170,MAC171,MAC172,MAC173,MAC174,MAC175,MAC176,MAC177,MAC178,MAC179,MAC180,MAC181,MAC182,MAC183,MAC184,MAC185,MAC186,MAC187,MAC188,MAC189,MAC190,MAC191,MAC192,MAC193,MAC194,MAC195,MAC196,MAC197,MAC198,MAC199,MAC200,MAC201,MAC202,MAC203,MAC204,MAC205,MAC206,MAC207,MAC208,MAC209,MAC210,MAC211,MAC212,MAC213,MAC214,MAC215,MAC216,MAC217,MAC218,MAC219,MAC220,MAC221,MAC222,MAC223,MAC224,MAC225,MAC226,MAC227,MAC228,MAC229,MAC230,MAC231,MAC232,MAC233,MAC234,MAC235,MAC236,MAC237,MAC238,MAC239,MAC240,MAC241,MAC242,MAC243,MAC244,MAC245,MAC246,MAC247,MAC248,MAC249,MAC250,MAC251,MAC252,MAC253,MAC254,MAC255,MAC256,MAC257,MAC258,MAC259,MAC260,MAC261,MAC262,MAC263,MAC264,MAC265,MAC266,MAC267,MAC268,MAC269,MAC270,MAC271,MAC272,MAC273,MAC274,MAC275,MAC276,MAC277,MAC278,MAC279,MAC280,MAC281,MAC282,MAC283,MAC284,MAC285,MAC286,MAC287,MAC288,MAC289,MAC290,MAC291,MAC292,MAC293,MAC294,MAC295,MAC296,MAC297,MAC298,MAC299,MAC300,MAC301,MAC302,MAC303,MAC304,MAC305,MAC306,MAC307,MAC308,MAC309,MAC310,MAC311,MAC312,MAC313,MAC314,MAC315,MAC316,MAC317,MAC318,MAC319,MAC320,MAC321,MAC322,MAC323,MAC324,MAC325,MAC326,MAC327,MAC328,MAC329,MAC330,MAC331,MAC332,MAC333,MAC334,MAC335,MAC336,MAC337,MAC338,MAC339,MAC340,MAC341,MAC342,MAC343,MAC344,MAC345,MAC346,MAC347,MAC348,MAC349,MAC350,MAC351,MAC352,MAC353,MAC354,MAC355,MAC356,MAC357,MAC358,MAC359,MAC360,MAC361,MAC362,MAC363,ECoord,NCoord,FloorID,BuildingID,SceneID,UserID,PhoneID,SampleTimes
-105,-105,-105,-70,-105,-57,-105,-92,-39,-105,-53,-105,-105,-68,-105,-105,-105,-53,-64,-30,-102,-38,-105,-92,-46,-105,-73,-105,-105,-105,-102,-101,-56,-105,-65,-55,-105,-58,-62,-55,-105,-105,-71,-71,-105,-77,-105,-105,-65,-105,-105,-105,-73,-105,-105,-44,-105,-102,-105,-105,-105,-105,-105,-52,-105,-102,-42,-105,-105,-105,-105,-105,-63,-76,-69,-105,-97,-105,-105,-105,-43,-43,-97,-52,-70,-59,-65,-81,-105,-105,-67,-105,-105,-105,-105,-105,-105,-101,-74,-105,-62,-105,-105,-105,-58,-105,-105,-58,-98,-105,-87,-96,-105,-105,-105,-105,-105,-79,-105,-50,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-77,-82,-83,-105,-105,-85,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,25.03,11.05,4,42,1,1,1,1
-105,-105,-105,-70,-105,-57,-105,-105,-38,-105,-55,-105,-105,-66,-105,-105,-105,-52,-64,-34,-105,-39,-105,-105,-45,-105,-65,-105,-105,-105,-105,-105,-55,-105,-64,-55,-105,-59,-55,-53,-105,-105,-70,-62,-105,-76,-105,-105,-63,-105,-105,-105,-72,-105,-105,-41,-105,-105,-105,-105,-105,-105,-105,-51,-105,-105,-42,-105,-105,-105,-105,-105,-56,-69,-68,-105,-105,-105,-105,-105,-43,-42,-105,-51,-69,-59,-55,-75,-105,-105,-58,-105,-105,-105,-105,-105,-105,-105,-74,-105,-61,-105,-105,-105,-57,-105,-105,-56,-105,-105,-83,-105,-105,-105,-105,-105,-105,-72,-105,-51,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-77,-78,-83,-105,-105,-80,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,25.03,9.85,4,43,1,1,1,1
-105,-105,-74,-71,-105,-61,-105,-45,-33,-105,-46,-25,-105,-74,-105,-105,-105,-45,-105,-27,-105,-40,-76,-46,-56,-75,-105,-105,-105,-105,-53,-105,-48,-52,-105,-105,-69,-105,-105,-65,-105,-105,-71,-67,-105,-105,-105,-105,-105,-105,-105,-105,-79,-105,-105,-51,-105,-105,-71,-105,-105,-105,-105,-57,-105,-105,-43,-105,-105,-105,-105,-105,-105,-57,-71,-105,-76,-105,-105,-105,-105,-52,-71,-61,-105,-72,-105,-105,-105,-105,-56,-105,-105,-105,-105,-105,-105,-105,-105,-71,-62,-105,-105,-59,-66,-105,-73,-62,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,26.23,11.05,4,44,1,1,1,1
-105,-78,-97,-94,-105,-57,-105,-42,-46,-105,-50,-46,-103,-74,-105,-101,-100,-55,-74,-32,-105,-47,-76,-49,-52,-75,-99,-105,-105,-105,-88,-101,-54,-52,-76,-72,-95,-76,-102,-68,-105,-105,-94,-65,-103,-105,-69,-105,-102,-105,-105,-105,-96,-105,-105,-51,-100,-105,-96,-105,-103,-105,-105,-55,-105,-105,-41,-105,-105,-102,-105,-102,-100,-65,-90,-105,-70,-105,-64,-100,-65,-53,-71,-63,-82,-91,-102,-105,-105,-72,-64,-105,-105,-105,-105,-105,-105,-105,-84,-74,-91,-105,-76,-61,-65,-105,-95,-68,-105,-105,-103,-105,-105,-105,-89,-105,-105,-103,-105,-105,-105,-105,-105,-105,-101,-103,-105,-105,-105,-105,-105,-89,-103,-105,-105,-105,-102,-105,-104,-105,-104,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,26.23,9.85,4,45,1,1,1,1
-105,-58,-105,-105,-105,-57,-105,-44,-40,-105,-56,-41,-80,-105,-105,-105,-105,-52,-62,-34,-105,-47,-66,-51,-48,-68,-105,-105,-105,-105,-62,-52,-50,-50,-64,-55,-105,-66,-59,-63,-105,-105,-79,-63,-80,-105,-55,-105,-63,-105,-105,-105,-74,-105,-105,-45,-105,-105,-105,-105,-80,-105,-105,-51,-105,-105,-40,-105,-105,-62,-105,-105,-105,-105,-58,-105,-59,-105,-44,-105,-46,-45,-105,-54,-64,-64,-59,-105,-105,-56,-105,-105,-105,-105,-105,-105,-105,-105,-75,-105,-61,-105,-62,-66,-58,-105,-105,-60,-105,-105,-78,-105,-105,-105,-77,-105,-105,-79,-105,-105,-105,-105,-105,-105,-105,-74,-105,-105,-105,-105,-105,-77,-82,-105,-105,-105,-105,-105,-86,-105,-83,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,27.43,11.05,4,46,1,1,1,1
-105,-105,-105,-66,-105,-66,-105,-50,-56,-105,-46,-105,-105,-105,-105,-105,-105,-45,-64,-26,-105,-43,-105,-51,-57,-63,-105,-105,-68,-105,-105,-105,-71,-105,-73,-45,-105,-66,-105,-66,-105,-105,-105,-69,-105,-105,-48,-105,-105,-105,-105,-105,-69,-105,-105,-47,-105,-105,-105,-105,-105,-105,-105,-65,-105,-105,-30,-105,-105,-105,-105,-71,-56,-105,-60,-105,-62,-105,-105,-105,-48,-52,-105,-70,-66,-105,-105,-105,-105,-49,-105,-105,-105,-105,-105,-105,-105,-105,-75,-105,-59,-75,-105,-105,-65,-105,-105,-105,-65,-105,-84,-54,-105,-105,-105,-105,-105,-105,-105,-51,-105,-73,-105,-105,-105,-105,-105,-105,-105,-105,-105,-80,-105,-105,-105,-105,-105,-105,-105,-105,-105,-79,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,27.43,9.85,4,47,1,1,1,1
-105,-81,-105,-67,-105,-72,-105,-78,-54,-105,-67,-72,-105,-86,-105,-105,-105,-48,-63,-31,-105,-51,-88,-47,-63,-65,-105,-105,-67,-105,-105,-105,-68,-105,-70,-49,-105,-65,-78,-59,-105,-105,-91,-87,-105,-105,-47,-105,-87,-105,-105,-105,-73,-105,-105,-44,-105,-79,-105,-105,-95,-105,-105,-61,-105,-105,-31,-105,-105,-85,-105,-88,-61,-105,-56,-105,-62,-105,-69,-105,-44,-49,-92,-64,-63,-105,-89,-105,-105,-72,-105,-105,-105,-105,-105,-105,-105,-86,-77,-88,-59,-90,-105,-105,-65,-105,-105,-105,-85,-105,-84,-77,-88,-105,-105,-105,-105,-105,-105,-74,-105,-89,-105,-92,-105,-105,-105,-105,-105,-105,-92,-89,-105,-105,-105,-105,-105,-96,-105,-105,-105,-84,-105,-92,-91,-95,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,28.63,11.05,4,48,1,1,1,1
-105,-56,-105,-69,-105,-79,-105,-105,-52,-105,-105,-39,-105,-67,-105,-105,-105,-50,-63,-36,-105,-59,-70,-42,-72,-68,-105,-105,-67,-105,-105,-105,-66,-105,-68,-53,-105,-57,-50,-53,-105,-105,-77,-105,-105,-105,-47,-105,-68,-105,-105,-105,-69,-105,-105,-43,-105,-53,-105,-105,-84,-105,-105,-58,-105,-105,-33,-105,-105,-54,-105,-105,-56,-105,-52,-105,-65,-105,-32,-105,-38,-48,-73,-57,-60,-105,-56,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-66,-81,-62,-61,-105,-105,-105,-65,-105,-105,-105,-105,-105,-84,-105,-63,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-73,-105,-105,-105,-105,-105,-105,-79,-105,-105,-105,-105,-105,-105,-78,-105,-105,-105,-80,-105,-66,-63,-74,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,28.63,9.85,4,49,1,1,1,1
-105,-105,-105,-64,-105,-65,-105,-59,-62,-105,-44,-105,-74,-72,-105,-105,-105,-53,-105,-36,-105,-44,-105,-105,-55,-65,-105,-105,-105,-105,-105,-56,-67,-105,-75,-55,-105,-66,-105,-65,-105,-105,-74,-105,-105,-105,-43,-105,-105,-105,-105,-105,-75,-105,-105,-42,-105,-50,-105,-105,-105,-105,-105,-54,-105,-105,-31,-105,-105,-105,-74,-73,-105,-105,-55,-105,-69,-83,-52,-66,-105,-66,-71,-70,-65,-105,-105,-105,-105,-56,-105,-78,-105,-105,-105,-105,-105,-105,-79,-63,-60,-105,-105,-69,-105,-105,-105,-105,-105,-105,-80,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-81,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-77,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,28.63,8.05,4,50,1,1,1,1
-105,-105,-105,-64,-105,-65,-105,-59,-62,-105,-44,-105,-74,-72,-105,-105,-105,-53,-105,-36,-105,-44,-105,-105,-55,-65,-105,-105,-105,-105,-105,-56,-67,-105,-75,-55,-105,-66,-105,-65,-105,-105,-74,-105,-105,-105,-43,-105,-105,-105,-105,-105,-75,-105,-105,-42,-105,-50,-105,-105,-105,-105,-105,-54,-105,-105,-31,-105,-105,-105,-74,-73,-105,-105,-55,-105,-69,-83,-52,-66,-105,-66,-71,-70,-65,-105,-105,-105,-105,-56,-105,-78,-105,-105,-105,-105,-105,-105,-79,-63,-60,-105,-105,-69,-105,-105,-105,-105,-105,-105,-80,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-81,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-77,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,29.83,11.05,4,51,1,1,1,1
