MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,MAC10,MAC11,MAC12,MAC13,MAC14,MAC15,MAC16,MAC17,MAC18,MAC19,MAC20,MAC21,MAC22,MAC23,MAC24,MAC25,MAC26,MAC27,MAC28,MAC29,MAC30,MAC31,MAC32,MAC33,MAC34,MAC35,MAC36,MAC37,MAC38,MAC39,MAC40,MAC41,MAC42,MAC43,MAC44,MAC45,MAC46,MAC47,MAC48,MAC49,MAC50,MAC51,MAC52,MAC53,MAC54,MAC55,MAC56,MAC57,MAC58,MAC59,MAC60,MAC61,MAC62,MAC63,MAC64,MAC65,MAC66,MAC67,MAC68,MAC69,MAC70,MAC71,MAC72,MAC73,MAC74,MAC75,MAC76,MAC77,MAC78,MAC79,MAC80,MAC81,MAC82,MAC83,MAC84,MAC85,MAC86,MAC87,MAC88,MAC89,MAC90,MAC91,MAC92,MAC93,MAC94,MAC95,MAC96,MAC97,MAC98,MAC99,MAC100,MAC101,MAC102,MAC103,MAC104,MAC105,MAC106,MAC107,MAC108,MAC109,MAC110,MAC111,MAC112,MAC113,MAC114,MAC115,MAC116,MAC117,MAC118,MAC119,MAC120,MAC121,MAC122,MAC123,MAC124,MAC125,MAC126,MAC127,MAC128,MAC129,MAC130,MAC131,MAC132,MAC133,MAC134,MAC135,MAC136,MAC137,MAC138,MAC139,MAC140,MAC141,MAC142,MAC143,MAC144,MAC145,MAC146,MAC147,MAC148,MAC149,MAC150,MAC151,MAC152,MAC153,MAC154,MAC155,MAC156,MAC157,MAC158,MAC159,MAC160,MAC161,MAC162,MAC163,MAC164,MAC165,MAC166,MAC167,MAC168,MAC169,MAC170,MAC171,MAC172,MAC173,MAC174,MAC175,MAC176,MAC177,MAC178,MAC179,MAC180,MAC181,MAC182,MAC183,MAC184,MAC185,MAC186,MAC187,MAC188,MAC189,MAC190,MAC191,MAC192,MAC193,MAC194,MAC195,MAC196,MAC197,MAC198,MAC199,MAC200,MAC201,MAC202,MAC203,MAC204,MAC205,MAC206,MAC207,MAC208,MAC209,MAC210,MAC211,MAC212,MAC213,MAC214,MAC215,MAC216,MAC217,MAC218,MAC219,MAC220,MAC221,MAC222,MAC223,MAC224,MAC225,MAC226,MAC227,MAC228,MAC229,MAC230,MAC231,MAC232,MAC233,MAC234,MAC235,MAC236,MAC237,MAC238,MAC239,MAC240,MAC241,MAC242,MAC243,MAC244,MAC245,MAC246,MAC247,MAC248,MAC249,MAC250,MAC251,MAC252,MAC253,MAC254,MAC255,MAC256,MAC257,MAC258,MAC259,MAC260,MAC261,MAC262,MAC263,MAC264,MAC265,MAC266,MAC267,MAC268,MAC269,MAC270,MAC271,MAC272,MAC273,MAC274,MAC275,MAC276,MAC277,MAC278,MAC279,MAC280,MAC281,MAC282,MAC283,MAC284,MAC285,MAC286,MAC287,MAC288,MAC289,MAC290,MAC291,MAC292,MAC293,MAC294,MAC295,MAC296,MAC297,MAC298,MAC299,MAC300,MAC301,MAC302,MAC303,MAC304,MAC305,MAC306,MAC307,MAC308,MAC309,MAC310,MAC311,MAC312,MAC313,MAC314,MAC315,MAC316,MAC317,MAC318,MAC319,MAC320,MAC321,MAC322,MAC323,MAC324,MAC325,MAC326,MAC327,MAC328,MAC329,MAC330,MAC331,MAC332,MAC333,MAC334,MAC335,MAC336,MAC337,MAC338,MAC339,MAC340,MAC341,MAC342,MAC343,MAC344,MAC345,MAC346,MAC347,ECoord,NCoord,FloorID,BuildingID,SceneID,UserID,PhoneID,SampleTimes
-61,-86,-81,-61,-105,-105,-40,-85,-55,-39,-105,-103,-52,-105,-93,-72,-89,-105,-95,-86,-105,-71,-102,-105,-103,-53,-105,-98,-73,-85,-58,-71,-105,-91,-87,-105,-86,-88,-105,-105,-82,-102,-105,-62,-105,-68,-105,-50,-68,-105,-105,-105,-97,-62,-105,-66,-105,-105,-60,-102,-105,-105,-105,-105,-105,-105,-105,-79,-105,-105,-98,-105,-105,-105,-105,-105,-104,-71,-105,-75,-74,-86,-105,-105,-105,-105,-105,-105,-105,-94,-105,-94,-105,-86,-105,-105,-105,-105,-78,-79,-105,-71,-89,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-104,-105,-77,-105,-105,-105,-105,-105,-71,-105,-94,-105,-105,-105,-104,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-101,-105,-105,-105,-105,-79,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-75,-105,-105,-105,-105,-105,-105,-80,-105,-90,-105,-100,-105,-86,-87,-105,-85,-85,-81,-87,-82,-105,-105,-94,-105,-105,-105,-105,-87,-90,-99,-105,-100,-103,-102,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,908.124,878.259,4,2,1,7,6,1
-64,-85,-82,-64,-105,-105,-58,-105,-57,-42,-105,-105,-51,-105,-105,-78,-98,-105,-90,-100,-105,-83,-105,-105,-104,-52,-105,-105,-78,-104,-67,-90,-105,-104,-105,-105,-85,-92,-105,-105,-93,-105,-105,-59,-105,-62,-105,-49,-74,-105,-105,-105,-105,-59,-105,-66,-105,-105,-63,-105,-105,-105,-105,-105,-105,-105,-105,-83,-105,-105,-105,-105,-105,-105,-95,-105,-99,-74,-105,-75,-71,-84,-105,-105,-105,-105,-105,-105,-105,-96,-105,-101,-105,-93,-97,-105,-105,-105,-79,-79,-105,-58,-78,-105,-105,-105,-93,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-97,-78,-105,-105,-105,-105,-105,-63,-105,-86,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-99,-105,-105,-105,-105,-80,-105,-105,-105,-105,-105,-105,-105,-105,-104,-99,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-75,-105,-105,-105,-105,-105,-105,-82,-105,-92,-105,-105,-105,-80,-76,-105,-97,-94,-85,-93,-93,-105,-105,-95,-105,-105,-105,-105,-90,-98,-91,-105,-103,-97,-102,-103,-102,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,908.124,879.459,4,2,1,7,6,1
-59,-81,-91,-59,-105,-105,-56,-91,-61,-48,-105,-105,-58,-105,-105,-81,-96,-105,-101,-104,-105,-89,-105,-105,-105,-59,-105,-105,-82,-93,-67,-71,-105,-105,-105,-105,-81,-100,-105,-105,-99,-105,-105,-59,-105,-64,-105,-37,-73,-105,-105,-105,-105,-59,-105,-71,-105,-105,-59,-105,-105,-105,-105,-105,-105,-105,-105,-83,-105,-105,-105,-105,-105,-105,-105,-105,-104,-70,-105,-76,-66,-75,-105,-105,-105,-105,-105,-105,-105,-104,-105,-104,-105,-78,-93,-105,-105,-105,-82,-82,-105,-57,-76,-105,-105,-105,-97,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-102,-75,-105,-105,-105,-105,-105,-61,-105,-82,-105,-105,-105,-102,-100,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-103,-105,-105,-105,-105,-68,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-68,-102,-105,-105,-105,-105,-105,-74,-105,-87,-105,-104,-105,-68,-68,-105,-82,-82,-93,-88,-81,-105,-94,-90,-105,-105,-102,-105,-91,-94,-80,-105,-98,-92,-102,-105,-102,-94,-95,-102,-102,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,909.324,879.459,4,2,1,7,6,1
-62,-90,-82,-62,-105,-105,-59,-84,-64,-53,-105,-97,-50,-105,-104,-76,-84,-105,-104,-90,-105,-85,-105,-105,-103,-52,-105,-105,-89,-93,-61,-73,-105,-99,-104,-105,-90,-104,-105,-105,-104,-105,-105,-62,-105,-61,-105,-49,-71,-105,-105,-105,-104,-62,-105,-69,-105,-105,-62,-105,-105,-105,-105,-105,-105,-105,-105,-84,-105,-105,-103,-105,-105,-105,-104,-105,-105,-72,-105,-79,-67,-70,-105,-105,-105,-105,-105,-105,-105,-104,-105,-105,-105,-73,-98,-105,-105,-105,-75,-75,-105,-77,-78,-105,-105,-105,-102,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-102,-74,-105,-105,-105,-105,-105,-64,-105,-87,-105,-105,-105,-92,-85,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-102,-105,-105,-105,-105,-91,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-67,-105,-105,-105,-105,-105,-105,-83,-105,-90,-105,-89,-105,-93,-84,-105,-87,-92,-81,-77,-76,-105,-105,-92,-105,-105,-105,-105,-87,-92,-81,-105,-99,-91,-102,-105,-104,-105,-94,-105,-105,-95,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,909.324,878.259,4,2,1,7,6,1
-58,-89,-104,-58,-105,-105,-66,-87,-65,-36,-105,-105,-49,-105,-105,-84,-84,-105,-105,-105,-105,-97,-105,-105,-104,-50,-105,-105,-83,-104,-73,-85,-105,-105,-105,-105,-89,-105,-105,-105,-101,-105,-105,-65,-105,-65,-105,-46,-81,-105,-105,-105,-105,-65,-105,-62,-105,-105,-58,-105,-105,-105,-105,-105,-105,-105,-105,-84,-105,-105,-104,-105,-105,-105,-105,-105,-105,-66,-105,-77,-64,-69,-105,-105,-105,-105,-105,-105,-105,-104,-105,-105,-105,-70,-98,-105,-105,-105,-74,-74,-105,-77,-75,-105,-105,-105,-104,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-95,-82,-105,-105,-105,-105,-105,-61,-105,-79,-105,-105,-105,-96,-98,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-104,-105,-105,-105,-105,-69,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-101,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-64,-102,-95,-105,-105,-105,-105,-75,-105,-91,-105,-81,-105,-75,-75,-105,-84,-85,-87,-87,-74,-105,-102,-93,-105,-105,-105,-105,-94,-105,-84,-105,-98,-92,-102,-105,-104,-105,-92,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,910.524,878.259,4,2,1,7,6,1
-56,-90,-100,-56,-105,-105,-60,-100,-65,-50,-105,-105,-55,-105,-104,-86,-96,-105,-105,-104,-105,-91,-105,-105,-103,-55,-105,-105,-100,-104,-74,-82,-105,-105,-104,-105,-90,-100,-105,-105,-96,-105,-105,-61,-105,-72,-105,-45,-74,-105,-105,-105,-105,-61,-105,-68,-105,-105,-56,-105,-105,-105,-105,-105,-105,-105,-105,-86,-105,-105,-104,-105,-105,-105,-105,-105,-105,-69,-105,-87,-63,-76,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-80,-105,-105,-105,-105,-80,-80,-105,-58,-88,-105,-105,-105,-104,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-93,-88,-105,-105,-105,-105,-105,-55,-105,-84,-105,-105,-105,-98,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-90,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-65,-105,-105,-105,-105,-105,-105,-72,-105,-87,-105,-89,-105,-89,-90,-105,-84,-84,-86,-82,-74,-105,-96,-93,-105,-105,-105,-105,-88,-105,-77,-105,-93,-98,-102,-102,-105,-105,-93,-102,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,910.524,879.459,4,2,1,7,6,1
-63,-80,-97,-63,-105,-105,-74,-96,-71,-48,-105,-105,-49,-105,-105,-95,-94,-105,-105,-104,-105,-100,-105,-105,-103,-49,-105,-105,-96,-99,-80,-100,-105,-104,-104,-105,-82,-101,-105,-105,-102,-105,-105,-60,-105,-70,-105,-46,-86,-105,-105,-105,-105,-60,-105,-67,-105,-105,-63,-105,-105,-105,-105,-105,-105,-105,-105,-90,-105,-105,-104,-105,-105,-105,-105,-105,-105,-71,-105,-81,-63,-70,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-81,-99,-105,-105,-105,-80,-80,-105,-54,-82,-105,-105,-105,-104,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-92,-80,-105,-105,-105,-105,-105,-60,-105,-84,-105,-105,-105,-99,-101,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-81,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-71,-105,-105,-105,-105,-105,-105,-73,-105,-88,-105,-82,-105,-92,-92,-105,-83,-83,-105,-77,-75,-105,-97,-97,-105,-105,-105,-105,-92,-92,-79,-100,-91,-93,-102,-105,-100,-102,-105,-105,-105,-105,-103,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,911.724,879.459,4,2,1,7,6,1
-65,-86,-99,-65,-105,-105,-71,-97,-66,-38,-105,-105,-52,-105,-105,-88,-94,-105,-105,-105,-105,-104,-105,-105,-105,-53,-105,-105,-86,-105,-79,-91,-105,-105,-105,-105,-86,-105,-105,-105,-105,-105,-105,-58,-105,-70,-105,-49,-89,-105,-105,-105,-105,-58,-105,-55,-105,-105,-66,-105,-105,-105,-105,-105,-105,-105,-105,-90,-105,-105,-104,-105,-105,-105,-105,-105,-105,-71,-105,-87,-67,-67,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-82,-94,-105,-105,-105,-71,-71,-105,-63,-78,-105,-105,-105,-104,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-91,-79,-105,-105,-105,-105,-105,-60,-105,-85,-100,-105,-105,-99,-77,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-80,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-95,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-73,-105,-105,-105,-105,-105,-105,-80,-105,-88,-105,-76,-105,-81,-83,-105,-86,-86,-105,-82,-76,-105,-105,-90,-105,-105,-103,-105,-92,-105,-78,-102,-97,-90,-99,-98,-100,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,911.724,878.259,4,2,1,7,6,1
-63,-86,-99,-63,-105,-105,-73,-104,-69,-54,-105,-105,-50,-105,-105,-104,-104,-105,-105,-105,-105,-98,-105,-105,-101,-51,-105,-105,-83,-101,-87,-98,-105,-105,-105,-105,-87,-105,-105,-105,-105,-105,-105,-62,-105,-73,-105,-50,-89,-105,-105,-105,-105,-62,-105,-62,-105,-105,-63,-105,-105,-105,-105,-105,-105,-105,-105,-88,-105,-105,-105,-105,-105,-105,-105,-105,-105,-74,-105,-74,-82,-68,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-76,-96,-105,-105,-105,-71,-72,-105,-67,-77,-105,-105,-105,-104,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-99,-74,-105,-105,-105,-105,-105,-65,-105,-88,-105,-105,-105,-100,-83,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-75,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-67,-105,-105,-105,-105,-105,-105,-79,-105,-88,-105,-72,-105,-75,-75,-105,-79,-79,-91,-82,-73,-105,-96,-92,-105,-105,-105,-105,-92,-105,-74,-105,-93,-95,-102,-102,-95,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,912.924,878.259,4,2,1,7,6,1
-62,-98,-105,-62,-105,-105,-74,-92,-68,-55,-105,-105,-54,-105,-105,-105,-94,-105,-105,-105,-105,-104,-105,-105,-105,-54,-105,-105,-104,-105,-100,-93,-105,-105,-105,-105,-97,-105,-105,-105,-105,-105,-105,-56,-105,-73,-105,-48,-91,-105,-105,-105,-105,-56,-105,-69,-105,-105,-62,-105,-105,-105,-105,-105,-105,-105,-105,-89,-105,-105,-105,-105,-105,-105,-105,-105,-105,-74,-105,-81,-58,-68,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-70,-96,-105,-105,-105,-81,-81,-105,-56,-80,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-93,-75,-105,-105,-105,-105,-105,-52,-105,-77,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-86,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-67,-105,-105,-105,-105,-105,-105,-77,-105,-83,-105,-92,-105,-82,-82,-105,-82,-84,-81,-80,-73,-105,-89,-90,-105,-105,-95,-105,-89,-91,-77,-105,-96,-105,-105,-99,-91,-105,-105,-105,-105,-98,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,912.924,879.459,4,2,1,7,6,1
-64,-82,-105,-64,-105,-105,-83,-105,-68,-50,-105,-105,-55,-105,-105,-101,-102,-105,-105,-105,-105,-105,-105,-105,-105,-56,-105,-105,-105,-105,-84,-92,-105,-105,-105,-105,-83,-105,-105,-105,-105,-105,-105,-59,-105,-69,-105,-51,-89,-105,-105,-105,-105,-59,-105,-64,-105,-105,-64,-105,-105,-105,-105,-105,-105,-105,-105,-88,-105,-105,-105,-105,-105,-105,-105,-105,-105,-67,-105,-76,-55,-68,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-76,-102,-105,-105,-105,-79,-78,-105,-60,-83,-105,-105,-105,-102,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-93,-67,-105,-105,-105,-105,-105,-51,-105,-81,-105,-105,-105,-98,-90,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-78,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-67,-105,-105,-105,-105,-105,-105,-74,-105,-89,-105,-84,-105,-78,-78,-105,-79,-80,-75,-80,-71,-105,-88,-90,-105,-105,-98,-105,-89,-99,-73,-101,-98,-89,-105,-102,-105,-103,-105,-105,-105,-102,-102,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,-105,914.124,879.459,4,2,1,7,6,1
