MAC302,MAC314,MAC317,MAC327,MAC333,MAC230,MAC308,MAC324,MAC228,MAC335,MAC232,MAC276,MAC154,MAC135,MAC121,MAC217,MAC207,MAC208,MAC7,MAC31,MAC39,MAC38,MAC22,MAC32,MAC41,MAC15,MAC25,MAC12,MAC16,MAC48,MAC20,MAC9,MAC3,MAC29,MAC132,MAC206,MAC195,MAC176,MAC187,MAC119,MAC81,MAC82,MAC183,MAC112,MAC80,MAC125,MAC102,MAC10,MAC131,MAC191,MAC94,MAC196,MAC78,MAC56,MAC113,MAC211,ECoord,NCoord,FloorID,BuildingID,SceneID,UserID,PhoneID,SampleTimes
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-76,-69,-52,-64,-69,-58,-64,-51,-66,-73,100,-52,-85,-62,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,11
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-69,-52,-65,-69,-58,-64,-51,-66,-73,-78,-52,-85,-62,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,12
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-69,-49,-65,-66,-58,-60,-55,-66,-77,-78,-51,-85,-69,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,13
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-69,-49,-65,-66,-58,-60,-55,-66,-77,-78,-51,-85,-69,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,14
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-69,-49,-63,-66,-58,-60,-55,-66,-77,-78,-51,-85,-69,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,15
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-72,-49,-63,-66,-58,-61,-53,-67,-77,100,-50,-85,-61,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,16
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-72,-49,-63,-66,-58,-61,-53,-67,-77,100,-50,-85,-61,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,17
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-70,-52,-63,-66,-55,-61,-55,-67,-73,100,-52,100,-65,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,18
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-70,-52,-68,-66,-55,-61,-55,-67,-73,100,-52,100,-65,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,19
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-70,-47,-68,-64,-57,-57,-51,-70,-73,100,-51,100,-62,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,20
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-70,-47,-68,-64,-57,-57,-51,-70,-73,100,-51,100,-62,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,21
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-70,-47,-64,-64,-57,-57,-51,-70,-73,100,-51,100,-62,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,22
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-70,-50,-64,-64,-58,-55,-51,-70,-73,100,-52,100,-70,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,23
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-70,-50,-64,-64,-58,-55,-51,-70,-73,100,-52,100,-70,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,24
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-70,-48,-64,-64,-58,-63,-51,-68,-74,100,-51,100,-70,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,25
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-70,-48,-67,-64,-58,-63,-51,-68,-74,100,-51,100,-70,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,26
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-71,-47,-67,-65,-59,-59,-62,-67,-74,100,-51,100,-62,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,27
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-71,-47,-67,-65,-59,-59,-62,-67,-74,100,-51,100,-62,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,28
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-71,-47,-62,-65,-59,-59,-62,-67,-74,100,-51,100,-62,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,29
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-71,-45,100,-63,-57,-58,-56,-70,-72,100,-51,100,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,858.749,915.409,4,2,1,5,4,30
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-77,-80,-41,-74,-67,-55,-41,-56,-57,-71,-82,-50,-73,-59,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,-88,100,100,859.487,916.355,4,2,1,5,4,1
